key,translation,options,desc_en,desc_vi,chapter,status,notes
collaboration strategy,chiến lược hợp tác,chiến lược hợp tác,plan outlining how an organization works with partners or stakeholders to achieve shared goals,kế hoạch xác định cách thức một tổ chức hợp tác với đối tác hoặc các bên liên quan nhằm đạt được mục tiêu chung,Chương 12 (bổ sung),approved,Source: glossary.md — Chương 12 (bổ sung)
b corporation,doanh nghiệp B Corp,doanh nghiệp B Corp,"business that meets a very high standard of social and environmental performance, public transparency, and accountability to balance profit with social purpose","doanh nghiệp đáp ứng các tiêu chuẩn rất cao về hiệu quả xã hội và môi trường, tính minh bạch công khai và trách nhiệm giải trình nhằm cân bằng giữa lợi nhuận và mục tiêu xã hội",Chương 13,approved,Source: glossary.md — Chương 13
business purpose,mục đích kinh doanh,mục đích kinh doanh,"reason the entrepreneur forms the company and determines who benefits from it, whether it is the entrepreneur, customers, or some other entity","lý do mà doanh nhân thành lập doanh nghiệp và xác định ai là đối tượng hưởng lợi từ doanh nghiệp đó, có thể là doanh nhân, khách hàng hoặc một chủ thể khác",Chương 13,approved,Source: glossary.md — Chương 13
business structure,cấu trúc doanh nghiệp,cấu trúc doanh nghiệp,legal organization of a business; also called entity selection,hình thức tổ chức pháp lý của một doanh nghiệp; còn được gọi là lựa chọn loại hình pháp nhân,Chương 13,approved,Source: glossary.md — Chương 13
c corporation,công ty C,công ty C,"corporation taxed the corporate level, and then again on the owners’ personal income tax returns if corporate income is distributed to the shareholders as dividends","công ty chịu thuế ở cấp độ doanh nghiệp, và sau đó tiếp tục bị đánh thuế trên tờ khai thuế thu nhập cá nhân của các chủ sở hữu nếu thu nhập của công ty được phân phối cho các cổ đông dưới dạng cổ tức",Chương 13,approved,Source: glossary.md — Chương 13
capital,vốn,vốn,money raised for operating a business,số tiền được huy động để vận hành doanh nghiệp,Chương 13,approved,Source: glossary.md — Chương 13
corporation,công ty cổ phần,công ty cổ phần,complex business structure created by filing the appropriate documents with the state of incorporation,loại hình doanh nghiệp có cấu trúc pháp lý phức tạp được hình thành bằng cách nộp các tài liệu phù hợp với cơ quan đăng ký thành lập theo quy định của bang,Chương 13,approved,Source: glossary.md — Chương 13
economic nexus,liên kết kinh tế,liên kết kinh tế,virtual connection with a state based on sales volume or number of transactions,mối liên kết kinh tế “ảo” với một bang dựa trên khối lượng doanh số hoặc số lượng giao dịch,Chương 13,approved,Source: glossary.md — Chương 13
enterprise risk management,quản trị rủi ro doanh nghiệp,quản trị rủi ro doanh nghiệp,integrated cross-disciplinary approach to monitoring risk,"phương pháp tích hợp, liên ngành nhằm giám sát và quản lý rủi ro",Chương 13,approved,Source: glossary.md — Chương 13
equity crowdfunding,gọi vốn cộng đồng bằng vốn cổ phần,gọi vốn cộng đồng bằng vốn cổ phần,raising of capital through the online sale of securities to the general public,việc huy động vốn thông qua việc bán chứng khoán trực tuyến cho công chúng,Chương 13,approved,Source: glossary.md — Chương 13
financial risk,rủi ro tài chính,rủi ro tài chính,starting a new business with insufficient funds to sustain operations over an extended period of time,rủi ro phát sinh khi bắt đầu kinh doanh với nguồn vốn không đủ để duy trì hoạt động trong một khoảng thời gian dài,Chương 13,approved,Source: glossary.md — Chương 13
for-profit business,doanh nghiệp vì lợi nhuận,doanh nghiệp vì lợi nhuận,business structure designed to create profits that are distributed to the owners,loại hình doanh nghiệp được thiết kế nhằm tạo ra lợi nhuận và phân phối lợi nhuận đó cho các chủ sở hữu,Chương 13,approved,Source: glossary.md — Chương 13
general partnership,hợp danh chung,hợp danh chung,business created when two or more individuals or entities agree to work together to operate a business for profit,doanh nghiệp được hình thành khi hai hoặc nhiều cá nhân hoặc tổ chức đồng ý hợp tác để vận hành một hoạt động kinh doanh nhằm mục đích lợi nhuận,Chương 13,approved,Source: glossary.md — Chương 13
insurance,bảo hiểm,bảo hiểm,spreading risk over a large number of people (policyholders),việc phân tán rủi ro trên một số lượng lớn các cá nhân (những người tham gia bảo hiểm),Chương 13,approved,Source: glossary.md — Chương 13
legal risk,rủi ro pháp lý,rủi ro pháp lý,"risk stemming primarily from a breach of contract, a regulatory violation, and/or the commission of a tort","rủi ro phát sinh chủ yếu từ việc vi phạm hợp đồng, vi phạm quy định pháp luật và/hoặc thực hiện hành vi vi phạm dân sự",Chương 13,approved,Source: glossary.md — Chương 13
limited liability company (llc),công ty trách nhiệm hữu hạn (LLC),công ty trách nhiệm hữu hạn (LLC),hybrid of a corporation and a partnership that limits the owners’ liability,"loại hình kết hợp giữa công ty cổ phần và hợp danh, trong đó trách nhiệm của chủ sở hữu được giới hạn",Chương 13,approved,Source: glossary.md — Chương 13
limited liability partnership (llp),hợp danh trách nhiệm hữu hạn (LLP),hợp danh trách nhiệm hữu hạn (LLP),"business arrangement for professional partnerships, such as law firms or accounting firms, in which partners are licensed professionals, with limited liability for financial obligations related to contracts or torts, but full liability for their own personal malpractice","hình thức tổ chức dành cho các hợp danh chuyên môn như công ty luật hoặc kế toán, trong đó các đối tác là những người có giấy phép hành nghề, có trách nhiệm hữu hạn đối với các nghĩa vụ tài chính liên quan đến hợp đồng hoặc vi phạm dân sự, nhưng chịu trách nhiệm đầy đủ đối với sai sót nghề nghiệp của chính mình",Chương 13,approved,Source: glossary.md — Chương 13
limited partnership (lp),hợp danh hữu hạn (LP),hợp danh hữu hạn (LP),business arrangement that has at least one general partner and one or more limited partners,hình thức hợp danh có ít nhất một thành viên hợp danh và một hoặc nhiều thành viên góp vốn,Chương 13,approved,Source: glossary.md — Chương 13
not-for-profit organization (nfpo),tổ chức phi lợi nhuận (NFPO),tổ chức phi lợi nhuận (NFPO),business structure that is usually dedicated to furthering a particular social cause or advocacy related to a common shared interest by using its surplus revenues to achieve its ultimate objective,"loại hình tổ chức thường hướng tới việc thúc đẩy một mục tiêu xã hội cụ thể hoặc hoạt động vận động liên quan đến lợi ích chung, bằng cách sử dụng phần doanh thu dư thừa để đạt được mục tiêu cuối cùng",Chương 13,approved,Source: glossary.md — Chương 13
partnership,hợp danh,hợp danh,"business entity formed by two or more individuals, or partners, each of whom contributes something such as capital, equipment, or skills","loại hình doanh nghiệp được hình thành bởi hai hoặc nhiều cá nhân (các đối tác), trong đó mỗi người đóng góp một yếu tố như vốn, thiết bị hoặc kỹ năng",Chương 13,approved,Source: glossary.md — Chương 13
privately held corporation,công ty tư nhân (không niêm yết),công ty tư nhân (không niêm yết),"company that does not allow members of the investing public to own stock; instead, it is owned by the founder’s family or friends, or a private group of investors","công ty không cho phép công chúng đầu tư sở hữu cổ phần; thay vào đó, công ty thuộc sở hữu của gia đình, bạn bè của người sáng lập hoặc một nhóm nhà đầu tư tư nhân",Chương 13,approved,Source: glossary.md — Chương 13
public corporation,công ty công,công ty công,"quasi-governmental entity, a corporation owned or sponsored by the government","thực thể mang tính bán chính phủ, là công ty do nhà nước sở hữu hoặc tài trợ",Chương 13,approved,Source: glossary.md — Chương 13
publicly held corporation,công ty đại chúng,công ty đại chúng,entity in which members of the investing public own the stock,công ty mà công chúng đầu tư nắm giữ cổ phần,Chương 13,approved,Source: glossary.md — Chương 13
s corporation,công ty S,công ty S,"“pass-through” entity, also known as a small corporation, where shareholders report and claim the business’s profits as their own and pay personal income taxes on it","loại hình “chuyển thuế”, còn gọi là công ty nhỏ, trong đó cổ đông khai báo và nhận lợi nhuận của doanh nghiệp như thu nhập cá nhân và nộp thuế thu nhập cá nhân cho khoản đó",Chương 13,approved,Source: glossary.md — Chương 13
sole proprietorship,doanh nghiệp tư nhân,doanh nghiệp tư nhân,business entity that is owned and managed by one individual that has very little formal structure and no mandatory filing/registration with the state,"loại hình doanh nghiệp do một cá nhân sở hữu và điều hành, có rất ít cấu trúc chính thức và không yêu cầu đăng ký/báo cáo bắt buộc với nhà nước",Chương 13,approved,Source: glossary.md — Chương 13
regulatory environment,môi trường pháp lý,môi trường pháp lý,"set of laws, regulations, and policies governing how businesses operate","hệ thống các luật, quy định và chính sách điều chỉnh hoạt động của doanh nghiệp",Chương 13 (bổ sung),approved,Source: glossary.md — Chương 13 (bổ sung)
legal compliance,tuân thủ pháp luật,tuân thủ pháp luật,"adherence to laws, regulations, and industry standards applicable to a business","việc doanh nghiệp tuân thủ các quy định pháp luật, quy chuẩn và tiêu chuẩn ngành có liên quan",Chương 13 (bổ sung),approved,Source: glossary.md — Chương 13 (bổ sung)
ownership structure,cơ cấu sở hữu,cơ cấu sở hữu,distribution of ownership rights and equity among shareholders or owners,cách thức phân bổ quyền sở hữu và vốn cổ phần giữa các chủ sở hữu hoặc cổ đông,Chương 13 (bổ sung),approved,Source: glossary.md — Chương 13 (bổ sung)
contractual agreement,thỏa thuận hợp đồng,thỏa thuận hợp đồng,legally binding agreement between parties outlining rights and obligations,"thỏa thuận có tính ràng buộc pháp lý giữa hai hoặc nhiều bên, quy định rõ quyền và nghĩa vụ của các bên liên quan.",Chương 13 (bổ sung),approved,Source: glossary.md — Chương 13 (bổ sung)
advisory board,hội đồng cố vấn,hội đồng cố vấn,"group of advisors that helps an organization make strategic decisions about the business, bringing certain knowledge and experience that can bring a new perspective on issues without having the actual authority to vote or govern","nhóm các cố vấn giúp tổ chức đưa ra các quyết định chiến lược về hoạt động kinh doanh, mang đến kiến thức và kinh nghiệm nhất định nhằm cung cấp góc nhìn mới về các vấn đề mà không có quyền biểu quyết hay quyền quản trị chính thức",Chương 14,approved,Source: glossary.md — Chương 14
decision tree,cây quyết định,cây quyết định,flowchart diagram used to explore the outcomes of different decisions,sơ đồ dạng lưu đồ được sử dụng để khám phá các kết quả của những quyết định khác nhau,Chương 14,approved,Source: glossary.md — Chương 14
economic factors,các yếu tố kinh tế,các yếu tố kinh tế,"inflation, interest, employment, and currency exchange rates, (among many other factors) that impact the business owner’s pricing of goods or services, the demand for such services, and the cost of production","các yếu tố như lạm phát, lãi suất, việc làm và tỷ giá hối đoái (cùng nhiều yếu tố khác) ảnh hưởng đến việc định giá hàng hóa hoặc dịch vụ của chủ doanh nghiệp, nhu cầu đối với các dịch vụ đó và chi phí sản xuất",Chương 14,approved,Source: glossary.md — Chương 14
funding sources,nguồn vốn,nguồn vốn,monetary resources used by the entrepreneur in the operation of the initial startup and early business,các nguồn lực tài chính được doanh nhân sử dụng trong quá trình vận hành giai đoạn khởi nghiệp ban đầu và giai đoạn đầu của doanh nghiệp,Chương 14,approved,Source: glossary.md — Chương 14
human resources,nguồn nhân lực,nguồn nhân lực,"people hired by the entrepreneur to perform various duties in the business, provide customer service, or produce the goods","những người được doanh nhân tuyển dụng để thực hiện các nhiệm vụ khác nhau trong doanh nghiệp, cung cấp dịch vụ khách hàng hoặc sản xuất hàng hóa",Chương 14,approved,Source: glossary.md — Chương 14
independent contractors,nhà thầu độc lập,nhà thầu độc lập,"(also, freelancer) people or businesses that provide work similar to an employee without being part of the payroll for the contracting business, and who pay their own taxes and pay for their own benefits","(còn gọi là freelancer) các cá nhân hoặc doanh nghiệp cung cấp công việc tương tự như nhân viên nhưng không thuộc biên chế trả lương của doanh nghiệp thuê họ, và tự chịu trách nhiệm nộp thuế cũng như chi trả các phúc lợi của mình",Chương 14,approved,Source: glossary.md — Chương 14
intangible resources,nguồn lực vô hình,nguồn lực vô hình,"assets that cannot be seen, touched, or felt, such as intellectual property, patents, designs, and processes","các tài sản không thể nhìn thấy, chạm vào hoặc cảm nhận được, như tài sản trí tuệ, bằng sáng chế, thiết kế và quy trình",Chương 14,approved,Source: glossary.md — Chương 14
line of credit,hạn mức tín dụng,hạn mức tín dụng,lending of funds in exchange for a promise to repay,việc cho vay vốn để đổi lấy cam kết hoàn trả,Chương 14,approved,Source: glossary.md — Chương 14
pest framework,mô hình PEST,mô hình PEST,"framework that can be used to distinguish political, economic, sociocultural, and technological factors influencing access to needed resources","mô hình được sử dụng để phân biệt các yếu tố chính trị, kinh tế, xã hội–văn hóa và công nghệ ảnh hưởng đến khả năng tiếp cận các nguồn lực cần thiết",Chương 14,approved,Source: glossary.md — Chương 14
political factors,các yếu tố chính trị,các yếu tố chính trị,"stem from changes in politics, such as the policies of a new presidential administration or congressional legislation, as well as of state and local offices","phát sinh từ những thay đổi trong chính trị, chẳng hạn như các chính sách của chính quyền mới hoặc các đạo luật của cơ quan lập pháp, cũng như từ cấp bang và địa phương",Chương 14,approved,Source: glossary.md — Chương 14
pre-launch costs,chi phí trước khi ra mắt,chi phí trước khi ra mắt,cost of all the resources needed to open the business to the public,chi phí của toàn bộ các nguồn lực cần thiết để đưa doanh nghiệp ra hoạt động công khai,Chương 14,approved,Source: glossary.md — Chương 14
quota,hạn ngạch,hạn ngạch,"specific number of units allowed into a country; sometimes quotas are limited to one source, such as one country, and sometimes the limit is placed on aggregate quantity regardless of source(s)","số lượng đơn vị cụ thể được phép nhập vào một quốc gia; đôi khi hạn ngạch chỉ áp dụng cho một nguồn, chẳng hạn như một quốc gia, và đôi khi giới hạn được áp dụng cho tổng số lượng bất kể nguồn",Chương 14,approved,Source: glossary.md — Chương 14
resource dependence theory (rdt) model,mô hình lý thuyết phụ thuộc nguồn lực (RDT),mô hình lý thuyết phụ thuộc nguồn lực (RDT),"model creating networks with business partners through mergers, vertical integration, joint ventures, or engaging in joint political activities to slow dependency among member groups","mô hình tạo lập mạng lưới với các đối tác kinh doanh thông qua sáp nhập, tích hợp dọc, liên doanh hoặc tham gia các hoạt động chính trị chung nhằm giảm sự phụ thuộc giữa các nhóm thành viên",Chương 14,approved,Source: glossary.md — Chương 14
service mark,nhãn hiệu dịch vụ,nhãn hiệu dịch vụ,"word, phrase, symbol, or graphic that identifies the origin or source of a service","từ, cụm từ, biểu tượng hoặc hình ảnh xác định nguồn gốc của một dịch vụ",Chương 14,approved,Source: glossary.md — Chương 14
sociocultural factors,các yếu tố xã hội–văn hóa,các yếu tố xã hội–văn hóa,changes in how society is moving and the direction of that movement as it relates to a customer base and potential new markets,những thay đổi trong cách xã hội vận động và hướng đi của sự vận động đó liên quan đến tập khách hàng và các thị trường tiềm năng mới,Chương 14,approved,Source: glossary.md — Chương 14
tangible resources,nguồn lực hữu hình,nguồn lực hữu hình,"assets that have a physical form as they can be seen, touched, and felt","các tài sản có hình thái vật lý, có thể nhìn thấy, chạm và cảm nhận",Chương 14,approved,Source: glossary.md — Chương 14
tariffs,thuế quan,thuế quan,taxes or duties that are added to imported goods from another nation,các loại thuế hoặc phí áp dụng lên hàng hóa nhập khẩu từ quốc gia khác,Chương 14,approved,Source: glossary.md — Chương 14
technological factors,các yếu tố công nghệ,các yếu tố công nghệ,technological equipment and tools the enterprise needs to be sure it operates efficiently,các thiết bị và công cụ công nghệ mà doanh nghiệp cần để đảm bảo hoạt động hiệu quả,Chương 14,approved,Source: glossary.md — Chương 14
resource optimization,tối ưu hóa nguồn lực,tối ưu hóa nguồn lực,efficient allocation and utilization of resources to maximize output or value,quá trình phân bổ và sử dụng nguồn lực một cách hiệu quả nhằm tối đa hóa giá trị hoặc kết quả,Chương 14 (bổ sung),approved,Source: glossary.md — Chương 14 (bổ sung)
capacity utilization,mức độ sử dụng công suất,mức độ sử dụng công suất,extent to which an organization uses its production capacity,mức độ mà doanh nghiệp sử dụng công suất sản xuất hiện có,Chương 14 (bổ sung),approved,Source: glossary.md — Chương 14 (bổ sung)
operational efficiency,hiệu quả vận hành,hiệu quả vận hành,ability to deliver outputs with minimal waste and optimal resource use,khả năng vận hành với mức lãng phí tối thiểu và sử dụng nguồn lực tối ưu,Chương 14 (bổ sung),approved,Source: glossary.md — Chương 14 (bổ sung)
resource constraints,hạn chế nguồn lực,hạn chế nguồn lực,limitations on available resources that restrict operations or growth,"những giới hạn về mức độ sẵn có của các nguồn lực chủ chốt—như vốn, lao động, thời gian, công nghệ hoặc nguyên vật liệu—làm hạn chế khả năng vận hành, tăng trưởng hoặc đạt được mục tiêu của doanh nghiệp.",Chương 14 (bổ sung),approved,Source: glossary.md — Chương 14 (bổ sung)
buyback clause,điều khoản mua lại,điều khoản mua lại,legal agreement regarding an exit by a founding team member prior to the harvesting of the venture,thỏa thuận pháp lý liên quan đến việc một thành viên sáng lập rút lui trước khi doanh nghiệp thu được thành quả,Chương 15,approved,Source: glossary.md — Chương 15
code of conduct,quy tắc ứng xử,quy tắc ứng xử,formal statement that provides guidance on how ethical conduct is demonstrated,tuyên bố chính thức cung cấp hướng dẫn về cách thể hiện hành vi đạo đức,Chương 15,approved,Source: glossary.md — Chương 15
company culture,văn hóa công ty,văn hóa công ty,"shared beliefs, values and assumptions held by people regarding how to behave or conduct themselves within the context of fitting into an organization","các niềm tin, giá trị và giả định chung của mọi người về cách hành xử hoặc cư xử để phù hợp trong một tổ chức",Chương 15,approved,Source: glossary.md — Chương 15
delphi method,phương pháp Delphi,phương pháp Delphi,"group decision-making process that includes a diverse group of people who are located at different locations and willing to respond to a series of questionnaires to assist in providing ideas, information or solutions to a defined question or problem","phương pháp ra quyết định nhóm gồm nhiều người đa dạng ở các địa điểm khác nhau, sẵn sàng trả lời một loạt bảng câu hỏi để hỗ trợ đưa ra ý tưởng, thông tin hoặc giải pháp cho một câu hỏi hoặc vấn đề xác định",Chương 15,approved,Source: glossary.md — Chương 15
escalation of commitment,sự leo thang cam kết,sự leo thang cam kết,tendency to continue with a predetermined action based on the past efforts and contributions to the project rather than an analysis of the current realities that disclose a new solution or approach is necessary,xu hướng tiếp tục một hành động đã định trước dựa trên nỗ lực và đóng góp trong quá khứ thay vì phân tích thực tế hiện tại cho thấy cần một giải pháp hoặc cách tiếp cận mới,Chương 15,approved,Source: glossary.md — Chương 15
fail-safe point,điểm an toàn,điểm an toàn,identified point that triggers the entrepreneur to consider what actions are needed to bring the venture back to a healthy position and whether this action is reasonable and feasible,điểm được xác định kích hoạt doanh nhân cân nhắc các hành động cần thiết để đưa doanh nghiệp trở lại trạng thái lành mạnh và liệu hành động đó có hợp lý và khả thi hay không,Chương 15,approved,Source: glossary.md — Chương 15
founders’ agreement,thỏa thuận giữa các nhà sáng lập,thỏa thuận giữa các nhà sáng lập,"written document that addresses contractual topics such as division of equity, compensation, contributions to the venture, and commitments to the venture with timelines included","tài liệu bằng văn bản đề cập đến các vấn đề hợp đồng như phân chia cổ phần, thù lao, đóng góp cho doanh nghiệp và các cam kết với doanh nghiệp kèm theo mốc thời gian",Chương 15,approved,Source: glossary.md — Chương 15
gantt chart,biểu đồ Gantt,biểu đồ Gantt,bar chart used to organize and plan sequential steps in a process,biểu đồ dạng thanh dùng để tổ chức và lập kế hoạch các bước tuần tự trong một quy trình,Chương 15,approved,Source: glossary.md — Chương 15
hindsight bias,thiên kiến nhìn lại,thiên kiến nhìn lại,"belief that, in retrospect, the outcome was predictable when the outcome wasn’t predictable due to various uncontrollable factors",niềm tin rằng khi nhìn lại thì kết quả có thể dự đoán được trong khi thực tế không thể dự đoán do nhiều yếu tố không kiểm soát được,Chương 15,approved,Source: glossary.md — Chương 15
hubris,sự tự cao,sự tự cao,overinflated belief in oneself,niềm tin quá mức vào bản thân,Chương 15,approved,Source: glossary.md — Chương 15
lifestyle business,doanh nghiệp phục vụ lối sống,doanh nghiệp phục vụ lối sống,business that provides incomes similar to other forms of employment,doanh nghiệp mang lại thu nhập tương tự các hình thức việc làm khác,Chương 15,approved,Source: glossary.md — Chương 15
nominal group technique,kỹ thuật nhóm danh nghĩa,kỹ thuật nhóm danh nghĩa,group decision-making process that requests multiple rounds of responses and discussions of response,phương pháp ra quyết định nhóm yêu cầu nhiều vòng phản hồi và thảo luận về các phản hồi,Chương 15,approved,Source: glossary.md — Chương 15
nondisclosure agreement,thỏa thuận không tiết lộ,thỏa thuận không tiết lộ,formal agreement that the person signing the document will not sharing proprietary information with outside sources,thỏa thuận chính thức rằng người ký sẽ không chia sẻ thông tin độc quyền với bên ngoài,Chương 15,approved,Source: glossary.md — Chương 15
planning fallacy,ngụy biện lập kế hoạch,ngụy biện lập kế hoạch,creation of a plan that is too optimistic and not aligned with conservative assumptions,việc lập kế hoạch quá lạc quan và không phù hợp với các giả định thận trọng,Chương 15,approved,Source: glossary.md — Chương 15
social capital,vốn xã hội,vốn xã hội,goodwill that is created through helping someone else,thiện chí được tạo ra thông qua việc giúp đỡ người khác,Chương 15,approved,Source: glossary.md — Chương 15
status quo bias,thiên kiến hiện trạng,thiên kiến hiện trạng,pattern of relying on previous actions and results as the accepted pattern and outcome with a bias against change or new information or new results,"xu hướng dựa vào các hành động và kết quả trước đây như chuẩn mực chấp nhận, thiên lệch chống lại sự thay đổi hoặc thông tin hay kết quả mới",Chương 15,approved,Source: glossary.md — Chương 15
strategic decision-making,ra quyết định chiến lược,ra quyết định chiến lược,process of making high-level decisions that determine the long-term direction and competitive positioning of an organization.,quá trình đưa ra các quyết định cấp cao nhằm định hướng dài hạn và xác lập vị thế cạnh tranh của tổ chức.,Chương 15 (bổ sung),approved,Source: glossary.md — Chương 15 (bổ sung)
business continuity,duy trì hoạt động kinh doanh,duy trì hoạt động kinh doanh,ability of a business to maintain essential operations during and after disruptions or crises.,khả năng của doanh nghiệp trong việc duy trì các hoạt động cốt lõi trong và sau các sự cố hoặc khủng hoảng.,Chương 15 (bổ sung),approved,Source: glossary.md — Chương 15 (bổ sung)
entrepreneurial transition,chuyển đổi vai trò doanh nhân,chuyển đổi vai trò doanh nhân,"process by which an entrepreneur shifts roles, responsibilities, or leadership style as the business evolves.","quá trình doanh nhân thay đổi vai trò, trách nhiệm hoặc phong cách lãnh đạo khi doanh nghiệp phát triển qua các giai đoạn khác nhau.",Chương 15 (bổ sung),approved,Source: glossary.md — Chương 15 (bổ sung)
long-term planning,hoạch định dài hạn,hoạch định dài hạn,"strategic planning process that sets goals and actions over an extended time horizon, typically several years.","quá trình lập kế hoạch chiến lược nhằm xác định mục tiêu và hành động trong một khoảng thời gian dài, thường kéo dài nhiều năm.",Chương 15 (bổ sung),approved,Source: glossary.md — Chương 15 (bổ sung)
entrepreneur in action,doanh nhân thực chiến,doanh nhân thực chiến/mục chuyên đề doanh nhân thực chiến,feature box title,,Chung,approved,Source: Cập nhật thủ công
entrepreneurship in action,khởi nghiệp thực chiến,khởi nghiệp thực chiến/mục chuyên đề khởi nghiệp thực chiến,feature box title,,Chung,approved,Source: Cập nhật thủ công
american micro devices,American Micro Devices,,,,3,approved,Tên riêng
arrington,Arrington,,,,3,approved,Tên riêng
bayh-dole act,Bayh-Dole Act,,,Đạo luật Bayh-Dole (luật sửa đổi quy định về sở hữu trí tuệ tại Hoa Kỳ),3,approved,Tên riêng
business for social responsibility,Business for Social Responsibility,,,,3,approved,Tên riêng
business roundtable,Business Roundtable,,,Một hiệp hội phi lợi nhuận gồm các CEO của các công ty hàng đầu Hoa Kỳ,3,approved,Tên riêng
clayton act,Clayton Act,,,Đạo luật Clayton (đạo luật chống độc quyền của Hoa Kỳ),3,approved,Tên riêng
code of ethics,bộ quy tắc đạo đức,bộ quy tắc đạo đức,,,3,approved,
codes of conduct,các quy tắc ứng xử,các quy tắc ứng xử,,,3,approved,
competition laws,luật cạnh tranh,luật cạnh tranh,,,3,approved,
continental edison company,Continental Edison Company,,,,3,approved,Tên riêng
contracts,Contracts,,,,3,approved,Tên riêng
da silva,da Silva,,,,3,approved,Tên riêng
deontology,đạo đức học nghĩa vụ,đạo đức học nghĩa vụ,,,3,approved,
dodge,Dodge,,,,3,approved,Tên riêng
dodge motor company,Dodge Motor Company,,,,3,approved,Tên riêng
duty-based ethics,đạo đức dựa trên bổn phận,đạo đức dựa trên bổn phận,,,3,approved,
eli lilly,Eli Lilly,,,,3,approved,Tên riêng
equifax,Equifax,,,,3,approved,Tên riêng
federal trade commission act,Federal Trade Commission Act,,,,3,approved,Tên riêng
ford motor company,Ford Motor Company,,,,3,approved,Tên riêng
fryman,Fryman,,,,3,approved,Tên riêng
hippocrates,Hippocrates,,,,3,approved,Tên riêng
hippocratic oath,Hippocratic Oath,,,,3,approved,Tên riêng
intel corporation,Intel Corporation,,,,3,approved,Tên riêng
kaizen,Kaizen,,,,3,approved,Tên riêng
kantian,Kantian,,,,3,approved,Tên riêng
lula,Lula,,,,3,approved,Tên riêng
mcdonald’s,McDonald’s,,,,3,approved,Tên riêng
moral compass,moral compass,,,,3,approved,Tên riêng
morals,morals,,,,3,approved,Tên riêng
normative ethical theories,normative ethical theories,,,,3,approved,Tên riêng
petrobras,Petrobras,,,,3,approved,Tên riêng
protestant work ethic,Protestant work ethic,,,,3,approved,Tên riêng
rousseff,Rousseff,,,,3,approved,Tên riêng
samsung electronics,Samsung Electronics,,,,3,approved,Tên riêng
shareholder primacy,shareholder primacy,,,,3,approved,Tên riêng
shareholders,shareholders,,,,3,approved,Tên riêng
sherman act,Sherman Act,,,,3,approved,Tên riêng
shkreli,Shkreli,,,,3,approved,Tên riêng
stakeholders,stakeholders,,,,3,approved,Tên riêng
stumpf,Stumpf,,,,3,approved,Tên riêng
techcrunch,TechCrunch,,,,3,approved,Tên riêng
tesla,Tesla,,,,3,approved,Tên riêng
tesla electric light,Tesla Electric Light,,,,3,approved,Tên riêng
torts,Torts,,,,3,approved,Tên riêng
toyota,Toyota,,,,3,approved,Tên riêng
turing pharmaceuticals,Turing Pharmaceuticals,,,,3,approved,Tên riêng
utilitarian ethics,Utilitarian ethics,,,,3,approved,Tên riêng
utilitarianism,utilitarianism,,,,3,approved,Tên riêng
vicarious liability,vicarious liability,,,,3,approved,Tên riêng
virtue ethics,virtue ethics,,,,3,approved,Tên riêng
volkswagen,Volkswagen,,,,3,approved,Tên riêng
wells fargo,Wells Fargo,,,,3,approved,Tên riêng
winterkorn,Winterkorn,,,,3,approved,Tên riêng
world’s most ethical companies,World’s Most Ethical Companies,,,,3,approved,Tên riêng
pitch competitions,các cuộc thi pitch,các cuộc thi pitch,plural of pitch competition,số nhiều của cuộc thi pitch,Chương 7,approved,Source: Extracted from Chapter 7
advisory board,hội đồng cố vấn,hội đồng cố vấn,"group of advisors that helps an organization make strategic decisions about the business, bringing certain knowledge and experience that can bring a new perspective on issues without having the actual authority to vote or govern","nhóm các cố vấn giúp tổ chức đưa ra các quyết định chiến lược về hoạt động kinh doanh, mang đến kiến thức và kinh nghiệm nhất định nhằm cung cấp góc nhìn mới về các vấn đề mà không có quyền biểu quyết hay quyền quản trị chính thức",Chương 14,approved,Source: Extracted from Chapter 14
decision tree,cây quyết định,cây quyết định,"flowchart diagram used to explore the outcomes of different decisions","sơ đồ dạng lưu đồ được sử dụng để khám phá các kết quả của những quyết định khác nhau",Chương 14,approved,Source: Extracted from Chapter 14
economic factors,các yếu tố kinh tế,các yếu tố kinh tế,"inflation, interest, employment, and currency exchange rates, and other factors that impact the business owner's pricing of goods or services, the demand for such services, and the cost of production","các yếu tố như lạm phát, lãi suất, việc làm và tỷ giá hối đoái (cùng nhiều yếu tố khác) ảnh hưởng đến việc định giá hàng hóa hoặc dịch vụ của chủ doanh nghiệp, nhu cầu đối với các dịch vụ đó và chi phí sản xuất",Chương 14,approved,Source: Extracted from Chapter 14
funding resources,nguồn tài trợ,nguồn tài trợ,"financial resources available to entrepreneurs to start, maintain, or grow a business, including loans, grants, equity, crowdfunding, and personal savings","các nguồn lực tài chính sẵn có cho doanh nhân để khởi nghiệp, duy trì hoặc phát triển doanh nghiệp, bao gồm vay vốn, trợ cấp, vốn chủ sở hữu, gọi vốn cộng đồng và tiết kiệm cá nhân",Chương 14,approved,Source: Extracted from Chapter 14
human resources,nguồn nhân lực,nguồn nhân lực,"people hired by the entrepreneur to perform various duties in the business, provide customer service, or produce the goods","những người được doanh nhân tuyển dụng để thực hiện các nhiệm vụ khác nhau trong doanh nghiệp, cung cấp dịch vụ khách hàng hoặc sản xuất hàng hóa",Chương 14,approved,Source: Extracted from Chapter 14
